#####################################################################
# Alchemist log file - simulation started at: 2024-04-19T14:22+0000 #
#####################################################################
#
# Algorithm = ff_linpro, CamHerdRatio = 0.5, NumberOfHerds = 2.0, Seed = 3.0
#
# The columns have the following meaning: 
# time 2-coverage 1-coverage CamDist ObjDist NoisePerceivedNormalized[mean] NoisePerceivedNormalized[variance] NoisePerceived[mean] NoisePerceived[variance] NoisePerceived[percentile90] NoisePerceived[max] BodyCoverage[mean] BodyCoverage[variance] FovDistance[mean] FovDistance[variance] 
0 0.0 0.0 0.0 0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.002 0.0 0.0 0.0 0.0 NaN NaN 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1e+01 0.0 0.0 90.0 2566.5114 NaN NaN 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2e+01 0.0 0.0 100.0 2464.2872 NaN NaN 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
3e+01 0.0 0.0 100.0 2460.4305 NaN NaN 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
4e+01 0.0 0.0 100.0 2320.6571 NaN NaN 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
5e+01 0.0 0.0 100.0 2283.0399 NaN NaN 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
6e+01 0.0 0.0 100.0 2235.6937 NaN NaN 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
7e+01 0.0 0.0 100.0 2262.2676 NaN NaN 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
8e+01 0.0 0.0 100.0 2355.7715 NaN NaN 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
9e+01 0.0 0.0 100.0 2357.6762 NaN NaN 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1e+02 0.0 0.0 100.0 2378.4463 NaN NaN 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1e+02 0.0 0.0 100.0 2311.5126 NaN NaN 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1e+02 0.0 0.0 100.0 2297.7055 NaN NaN 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1e+02 0.0 0.0 100.0 2330.1087 NaN NaN 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1e+02 0.0 0.0 100.0 2400.3556 NaN NaN 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2e+02 0.0 0.0 100.0 2461.3226 NaN NaN 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2e+02 0.0 0.0 100.0 2308.3478 NaN NaN 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2e+02 0.0 0.0 100.0 2403.5856 NaN NaN 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2e+02 0.0 0.0 100.0 2347.5194 NaN NaN 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2e+02 0.0 0.0 100.0 2363.614 NaN NaN 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2e+02 0.0 0.0 100.0 2376.9534 NaN NaN 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2e+02 0.0 0.0 100.0 2417.1912 NaN NaN 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2e+02 0.0 0.0 100.0 2410.7982 NaN NaN 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2e+02 0.0 0.0 100.0 2312.2364 NaN NaN 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2e+02 0.0 0.0 100.0 2346.7505 NaN NaN 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
3e+02 0.0 0.0 100.0 2247.6185 NaN NaN 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
